Bacchus 8,2011-02-11 23:01:20,-122.25923,37.87779,314,0,N,0
Bacchus 8,2011-02-11 23:02:25,-122.25931,37.87769,387,0,N,0
Bacchus 8,2011-02-11 23:03:32,-122.25933,37.87773,364,0,W,0
Bacchus 8,2011-02-11 23:04:37,-122.25927,37.87773,334,0,N,0
Bacchus 8,2011-02-11 23:05:43,-122.25927,37.87773,334,0,N,0
Bacchus 8,2011-02-11 23:06:49,-122.25927,37.87773,321,0,N,0
Bacchus 8,2011-02-11 23:07:54,-122.25929,37.87775,328,0,N,0
Bacchus 8,2011-02-11 23:09:00,-122.25929,37.87769,354,0,N,0
Bacchus 8,2011-02-11 23:10:05,-122.25927,37.87775,308,0,N,0
Bacchus 8,2011-02-11 23:11:11,-122.25923,37.87773,321,0,N,0
Bacchus 8,2011-02-11 23:12:17,-122.25924,37.87773,321,0,N,0
Bacchus 8,2011-02-11 23:13:22,-122.25927,37.87771,305,0,N,0
Bacchus 8,2011-02-11 23:14:27,-122.25923,37.87768,305,0,N,0
Bacchus 8,2011-02-11 23:15:33,-122.25929,37.87777,360,0,N,0
Bacchus 8,2011-02-11 23:16:39,-122.25927,37.8777,324,0,N,0
Bacchus 8,2011-02-11 23:17:44,-122.25924,37.8777,321,0,N,0
Bacchus 8,2011-02-11 23:18:49,-122.25924,37.8777,321,0,N,0
Bacchus 8,2011-02-11 23:19:54,-122.25927,37.87762,337,0,N,0
Bacchus 8,2011-02-11 23:20:59,-122.25927,37.87769,305,0,N,0
Bacchus 8,2011-02-11 23:22:04,-122.25924,37.87766,344,0,N,0
Bacchus 8,2011-02-11 23:23:09,-122.25924,37.87771,331,0,N,0
Bacchus 8,2011-02-11 23:24:15,-122.25929,37.87768,311,0,N,0
Bacchus 8,2011-02-11 23:25:21,-122.25924,37.8777,295,0,N,0
Bacchus 8,2011-02-11 23:26:26,-122.25933,37.87778,318,1,N,0
Bacchus 8,2011-02-11 23:27:31,-122.25923,37.87769,305,0,N,0
Bacchus 8,2011-02-11 23:28:37,-122.25923,37.87757,314,0,N,0
Bacchus 8,2011-02-11 23:29:49,-122.25933,37.87782,324,0,N,0
Bacchus 8,2011-02-11 23:30:58,-122.25923,37.87774,305,0,N,0
Bacchus 8,2011-02-11 23:32:08,-122.25927,37.8777,354,0,N,0
Bacchus 8,2011-02-11 23:33:18,-122.25921,37.87768,311,0,N,0
Bacchus 8,2011-02-11 23:34:28,-122.25916,37.87771,285,0,N,0
Bacchus 8,2011-02-11 23:35:38,-122.25913,37.87772,242,0,N,0
Bacchus 8,2011-02-11 23:36:48,-122.25933,37.87773,288,0,N,0
Bacchus 8,2011-02-11 23:37:58,-122.25938,37.87762,393,5,NW,0
Bacchus 8,2011-02-11 23:39:08,-122.25918,37.87785,298,3,N,0
Bacchus 8,2011-02-11 23:40:19,-122.25918,37.87765,305,0,N,0
Bacchus 8,2011-02-11 23:41:29,-122.25927,37.87782,331,4,NW,0
Bacchus 8,2011-02-11 23:42:39,-122.25906,37.87785,268,7,E,0
Bacchus 8,2011-02-11 23:43:49,-122.25913,37.87783,213,0,N,0
Bacchus 8,2011-02-11 23:45:59,-122.25921,37.87734,341,0,N,0
Bacchus 8,2011-02-11 23:47:09,-122.25921,37.87772,324,0,N,0
Bacchus 8,2011-02-11 23:48:39,-122.25906,37.87764,337,0,N,0
Bacchus 8,2011-02-11 23:49:49,-122.25929,37.87771,285,0,N,0
Bacchus 8,2011-02-11 23:50:59,-122.25927,37.87762,347,0,N,0
Bacchus 8,2011-02-11 23:52:09,-122.25924,37.87789,255,0,N,0
Bacchus 8,2011-02-11 23:53:19,-122.25924,37.87772,318,1,S,0
Bacchus 8,2011-02-11 23:54:29,-122.25924,37.87773,341,0,N,0
Bacchus 8,2011-02-11 23:55:39,-122.25927,37.87775,288,0,N,0
